Filename,Path,Price,Partname,MOD,Mass,PROFILE,kgCO2eq,
standard.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/FuelTank/mk2Adapters/standard.cfg,366.4,mk2SpacePlaneAdapter,Squad,0.29,Tank,603.2,
long.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/Utility/mk3CargoBay/long.cfg,3000,mk3CargoBayL,Squad,6,Service Bay,12480,
medium.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/Utility/mk3CargoBay/medium.cfg,1500,mk3CargoBayM,Squad,3,Service Bay,6240,
short.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/Utility/mk3CargoBay/short.cfg,750,mk3CargoBayS,Squad,1.5,Service Bay,3120,
ramp.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/Utility/mk3CargoBay/ramp.cfg,3000,mk3CargoRamp,Squad,4,Service Bay,8320,
mk3CockpitShuttle.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/Command/mk3CockpitShuttle/mk3CockpitShuttle.cfg,9880,mk3Cockpit_Shuttle,Squad,3.5,Pod,50679.63824,
CREW.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/FuelTank/mk3Fuselage/CREW.cfg,30000,mk3CrewCabin,Squad,7.9,Pod,114391.1835,
LF_100.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/FuelTank/mk3Fuselage/LF_100.cfg,9200,mk3FuselageLF_100,Squad,7.14,Tank,14851.2,
LF_25.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/FuelTank/mk3Fuselage/LF_25.cfg,2300,mk3FuselageLF_25,Squad,1.79,Tank,3723.2,
LF_50.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/FuelTank/mk3Fuselage/LF_50.cfg,4600,mk3FuselageLF_50,Squad,3.57,Tank,7425.6,
LFO_100.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/FuelTank/mk3Fuselage/LFO_100.cfg,5410,mk3FuselageLFO_100,Squad,7.14,Tank,14851.2,
LFO_25.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/FuelTank/mk3Fuselage/LFO_25.cfg,1352.5,mk3FuselageLFO_25,Squad,1.79,Tank,3723.2,
LFO_50.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/FuelTank/mk3Fuselage/LFO_50.cfg,2705,mk3FuselageLFO_50,Squad,3.57,Tank,7425.6,
MONO.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/FuelTank/mk3Fuselage/MONO.cfg,2520,mk3FuselageMONO,Squad,1.4,Tank,2912,
MonoPropMini.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/SquadExpansion/MakingHistory/Parts/FuelTank/MonoPropMini.cfg,21.6,monopropMiniSphere,SquadExpansion,0.01,Tank,20.8,
MpoProbe.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/Command/MpoProbe/MpoProbe.cfg,9854.1,MpoProbe,Squad,0.395,Probe,20413.43669,
MTM_Stage.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/Command/MtmStage/MTM_Stage.cfg,6300,MtmStage,Squad,0.415,Probe,21447.02842,
engineNacelle.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/Structural/mk1Parts/engineNacelle.cfg,480,nacelleBody,Squad,0.15,Engine,683.9968992,
navLight1.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/Utility/Lights/navLight1.cfg,40,navLight1,Squad,0.001,Light,21.32239664,
aerodynamicNoseCone.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/Aero/aerodynamicNoseCone/aerodynamicNoseCone.cfg,240,noseCone,Squad,0.03,Nosecone,267.675,
aerodynamicNoseCone.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/zDeprecated/Parts/Aero/aerodynamicNoseCone_v1/aerodynamicNoseCone.cfg,240,noseCone,Squad,0.03,Nosecone,-1,
noseConeAdapter.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/Aero/cones/noseConeAdapter.cfg,256,noseConeAdapter,Squad,0.1,Nosecone,892.25,
noseconeTiny.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/SquadExpansion/Serenity/Parts/Aero/noseconeTiny.cfg,40,noseconeTiny,SquadExpansion,0.001,Nosecone,8.9225,
noseconeVS.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/SquadExpansion/Serenity/Parts/Aero/noseconeVS.cfg,80,noseconeVS,SquadExpansion,0.004,Nosecone,35.69,
liquidEngineLV-N.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/Engine/liquidEngineLV-N/liquidEngineLV-N.cfg,10000,nuclear,Squad,3,Engine,-1,
omsEngine.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/Engine/OMSEngine/omsEngine.cfg,150,omsEngine,Squad,0.09,Engine,410.3981395,
omsEngine.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/zDeprecated/Parts/Engine/OMSEngine_v1/omsEngine.cfg,150,omsEngine,Squad,0.09,Engine,-1,
OrbitalScanner.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/Resources/OrbitalScanner/OrbitalScanner.cfg,1000,OrbitalScanner,Squad,0.1,Science Device,2816.489664,
Panel0.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/SquadExpansion/MakingHistory/Parts/Structural/Panel0.cfg,15,Panel0,SquadExpansion,0.02,Structural,41.6,
Panel0.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/SquadExpansion/MakingHistory/zDeprecated/Parts/Structural/Panels_v1/Panel0.cfg,15,Panel0,SquadExpansion,0.02,Structural,-1,
Panel1.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/SquadExpansion/MakingHistory/Parts/Structural/Panel1.cfg,30,Panel1,SquadExpansion,0.075,Structural,156,
Panel1.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/SquadExpansion/MakingHistory/zDeprecated/Parts/Structural/Panels_v1/Panel1.cfg,30,Panel1,SquadExpansion,0.075,Structural,-1,
Panel1p5.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/SquadExpansion/MakingHistory/Parts/Structural/Panel1p5.cfg,60,Panel1p5,SquadExpansion,0.17,Structural,353.6,
Panel1p5.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/SquadExpansion/MakingHistory/zDeprecated/Parts/Structural/Panels_v1/Panel1p5.cfg,60,Panel1p5,SquadExpansion,0.17,Structural,-1,
Panel2.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/SquadExpansion/MakingHistory/Parts/Structural/Panel2.cfg,90,Panel2,SquadExpansion,0.3,Structural,624,
Panel2.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/SquadExpansion/MakingHistory/zDeprecated/Parts/Structural/Panels_v1/Panel2.cfg,90,Panel2,SquadExpansion,0.3,Structural,-1,
parachuteMk25.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/Utility/parachuteMk25/parachuteMk25.cfg,400,parachuteDrogue,Squad,0.2,Parachute,5890,
parachuteMk16-XL.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/Utility/parachuteMk16-XL/parachuteMk16-XL.cfg,850,parachuteLarge,Squad,0.3,Parachute,8835,
parachuteMk2-R.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/Utility/parachuteMk2-R/parachuteMk2-R.cfg,400,parachuteRadial,Squad,0.1,Parachute,2945,
parachuteMk1.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/Utility/parachuteMk1/parachuteMk1.cfg,422,parachuteSingle,Squad,0.1,Parachute,2945,
piston_01.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/SquadExpansion/Serenity/Parts/Robotics/piston_01.cfg,300,piston_01,SquadExpansion,0.16,Robotics,332.8,
piston_02.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/SquadExpansion/Serenity/Parts/Robotics/piston_02.cfg,50,piston_02,SquadExpansion,0.032,Robotics,66.56,
piston_03.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/SquadExpansion/Serenity/Parts/Robotics/piston_03.cfg,500,piston_03,SquadExpansion,0.3,Robotics,624,
piston_04.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/SquadExpansion/Serenity/Parts/Robotics/piston_04.cfg,100,piston_04,SquadExpansion,0.048,Robotics,99.84,
ConeA.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/Aero/cones/ConeA.cfg,320,pointyNoseConeA,Squad,0.075,Nosecone,669.1875,
ConeA.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/zDeprecated/Parts/Aero/cones_v1/ConeA.cfg,320,pointyNoseConeA,Squad,0.075,Nosecone,-1,
ConeB.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/Aero/cones/ConeB.cfg,320,pointyNoseConeB,Squad,0.075,Nosecone,669.1875,
ConeB.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/zDeprecated/Parts/Aero/cones_v1/ConeB.cfg,320,pointyNoseConeB,Squad,0.075,Nosecone,-1,
solidBoosterTHK.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/SquadExpansion/MakingHistory/Parts/Engine/solidBoosterTHK/solidBoosterTHK.cfg,2520,Pollux,SquadExpansion,8,Booster,26559.91731,
probeCoreCube.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/Command/probeCoreCube/probeCoreCube.cfg,360,probeCoreCube,Squad,0.07,Probe,3617.571059,
probeCoreCube.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/zDeprecated/Parts/Command/probeCoreCube_v1/probeCoreCube.cfg,360,probeCoreCube,Squad,0.07,Probe,-1,
probeCoreHex.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/Command/probeCoreHex/probeCoreHex.cfg,650,probeCoreHex,Squad,0.1,Probe,5167.958656,
probeCoreHex_v2.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/Command/probeCoreHex_v2/probeCoreHex_v2.cfg,650,probeCoreHex_v2,Squad,0.1,Probe,5167.958656,
probeCoreOcto.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/zDeprecated/Parts/Command/probeCoreOcto_v1/probeCoreOcto.cfg,450,probeCoreOcto,Squad,0.1,Probe,-1,
probeCoreOcto_v2.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/Command/probeCoreOcto_v2/probeCoreOcto_v2.cfg,450,probeCoreOcto_v2,Squad,0.1,Probe,5167.958656,
probeCoreOcto2.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/zDeprecated/Parts/Command/probeCoreOcto2_v1/probeCoreOcto2.cfg,1480,probeCoreOcto2,Squad,0.04,Probe,-1,
probeCoreOcto2_v2.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/Command/probeCoreOcto2_v2/probeCoreOcto2_v2.cfg,1480,probeCoreOcto2_v2,Squad,0.04,Probe,2067.183463,
probeStackSphere.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/zDeprecated/Parts/Command/probeStackSphere_v1/probeStackSphere.cfg,300,probeCoreSphere,Squad,0.05,Probe,-1,
probeStackSphere_v2.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/Command/probeStackSphere_v2/probeStackSphere_v2.cfg,300,probeCoreSphere_v2,Squad,0.05,Probe,2583.979328,
probeStackLarge.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/Command/probeStackLarge/probeStackLarge.cfg,3400,probeStackLarge,Squad,0.5,Probe,25839.79328,
probeStackSmall.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/Command/probeStackSmall/probeStackSmall.cfg,2250,probeStackSmall,Squad,0.1,Probe,5167.958656,
wingletAV-R8.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/Aero/wingletAV-R8/wingletAV-R8.cfg,640,R8winglet,Squad,0.1,Wing,892.25,
decouplerRadialTT-38K.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/Utility/decouplerRadialTT-38K/decouplerRadialTT-38K.cfg,600,radialDecoupler,Squad,0.025,Decoupler,299.9979328,
decouplerRadialHDM.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/Utility/decouplerRadialHDM/decouplerRadialHDM.cfg,770,radialDecoupler1-2,Squad,0.4,Decoupler,4799.966925,
decouplerRadialTT-70.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/Utility/decouplerRadialTT-70/decouplerRadialTT-70.cfg,700,radialDecoupler2,Squad,0.05,Decoupler,599.9958656,
RadialDrill.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/Resources/RadialDrill/RadialDrill.cfg,6000,RadialDrill,Squad,1.25,Drill,2600,
parachuteMk12-R.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/Utility/parachuteMk12-R/parachuteMk12-R.cfg,150,radialDrogue,Squad,0.075,Parachute,2208.75,
engineBodyRadial.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/Structural/mk1Parts/engineBodyRadial.cfg,1618,radialEngineBody,Squad,0.15,Engine,683.9968992,
liquidEngineLV-1R.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/zDeprecated/Parts/Engine/liquidEngineLV-1R_v1/liquidEngineLV-1R.cfg,120,radialEngineMini,Squad,0.02,Engine,-1,
liquidEngineLV-1R _v2.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/Engine/liquidEngineLV-1_v2/liquidEngineLV-1R _v2.cfg,120,radialEngineMini_v2,Squad,0.02,Engine,91.19958656,
liquidEngineMk55.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/Engine/liquidEngineMk55/liquidEngineMk55.cfg,820,radialLiquidEngine1-2,Squad,0.9,Engine,4103.981395,
RadialTank.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/Resources/RadialTank/RadialTank.cfg,298.5,RadialOreTank,Squad,0.125,Tank,260,
radialRCSTank.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/FuelTank/RCSTankRadial/radialRCSTank.cfg,176,radialRCSTank,Squad,0.02,Tank,41.6,
radPanelEdge.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/Thermal/RadiatorPanels/radPanelEdge.cfg,450,radPanelEdge,Squad,0.03,Radiator,472.95,
radPanelLg.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/Thermal/RadiatorPanels/radPanelLg.cfg,450,radPanelLg,Squad,0.05,Radiator,788.25,
radPanelSm.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/Thermal/RadiatorPanels/radPanelSm.cfg,150,radPanelSm,Squad,0.01,Radiator,157.65,
ramAirIntake.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/Aero/ramAirIntake/ramAirIntake.cfg,2680,ramAirIntake,Squad,0.06,Intake,535.35,
rapierEngine.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/Engine/rapierEngine/rapierEngine.cfg,6000,RAPIER,Squad,2,Engine,9119.958656,
rcsBlockRV-105.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/zDeprecated/Parts/Utility/rcsBlockRV-105_v1/rcsBlockRV-105.cfg,620,RCSBlock,Squad,0.05,RCS Thruster,-1,
RCSblock_01_small.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/Utility/rcsBlockRV-105_v2/RCSblock_01_small.cfg,30,RCSblock_01_small,Squad,0.005,RCS Thruster,10.4,
rcsBlockRV-105.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/Utility/rcsBlockRV-105_v2/rcsBlockRV-105.cfg,45,RCSBlock_v2,Squad,0.04,RCS Thruster,83.2,
RCSFuelTankR25.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/FuelTank/RCSFuelTankR25/RCSFuelTankR25.cfg,186,RCSFuelTank,Squad,0.08,RCS Thruster,166.4,
RCSLinearSmall.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/Utility/rcsSmallLinear/RCSLinearSmall.cfg,15,RCSLinearSmall,Squad,0.00125,RCS Thruster,2.6,
RCSFuelTankR1.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/FuelTank/RCSFuelTankR1/RCSFuelTankR1.cfg,900,RCSTank1-2,Squad,0.4,Tank,832,
RCSFuelTankR10.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/FuelTank/RCSFuelTankR10/RCSFuelTankR10.cfg,176,rcsTankMini,Squad,0.02,Tank,41.6,
RCSTankRadialLong.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/FuelTank/RCStankRadialLong/RCSTankRadialLong.cfg,190,rcsTankRadialLong,Squad,0.03,Tank,62.4,
RA-100.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/Utility/RelayAntennas/RA-100.cfg,3000,RelayAntenna100,Squad,0.65,Antenna,17471.86563,
RA-5.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/Utility/RelayAntennas/RA-5.cfg,1800,RelayAntenna5,Squad,0.15,Antenna,4031.968992,
RA-50.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/Utility/RelayAntennas/RA-50.cfg,2400,RelayAntenna50,Squad,0.3,Antenna,8063.937984,
ReleaseValve.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/FuelTank/drainTankFTE-1/ReleaseValve.cfg,50,ReleaseValve,Squad,0.01,Structural,20.8,
restock-adapter-1875-125-1.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/ReStockPlus/Parts/Structural/1875/restock-adapter-1875-125-1.cfg,400,restock-adapter-1875-125-1,ReStockPlus,0.06,Structural,124.8,
restock-adapter-1875-25-1.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/ReStockPlus/Parts/Structural/1875/restock-adapter-1875-25-1.cfg,500,restock-adapter-1875-25-1,ReStockPlus,0.1,Structural,208,
restock-adapter-hollow-25-375-1.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/ReStockPlus/Parts/Structural/375/restock-adapter-hollow-25-375-1.cfg,1000,restock-adapter-hollow-25-375-1,ReStockPlus,0.5,Structural,1040,
restock-adapter-skeletal-25-375-1.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/ReStockPlus/Parts/Structural/375/restock-adapter-skeletal-25-375-1.cfg,800,restock-adapter-skeletal-25-375-1,ReStockPlus,0.35,Structural,728,
restock-airlock-1.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/ReStockPlus/Parts/Coupling/0625/restock-airlock-1.cfg,400,restock-airlock-1,ReStockPlus,0.2,Inflatable Part,3153,??????
restock-antenna-stack-2.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/ReStockPlus/Parts/Communication/restock-antenna-stack-2.cfg,900,restock-antenna-stack-2,ReStockPlus,0.055,Antenna,1478.38863,
restock-antenna-stack-3.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/ReStockPlus/Parts/Communication/restock-antenna-stack-3.cfg,999,restock-antenna-stack-3,ReStockPlus,0.06,Antenna,1612.787597,
restock-apu-radial-1.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/ReStockPlus/Parts/Electrical/radial/restock-apu-radial-1.cfg,700,restock-apu-radial-1,ReStockPlus,0.075,Fuelcell,3875.968992,
restock-battery-1875-1.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/ReStockPlus/Parts/Electrical/1875/restock-battery-1875-1.cfg,2800,restock-battery-1875-1,ReStockPlus,0.125,Battery,6459.94832,
restock-battery-375-1.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/ReStockPlus/Parts/Electrical/375/restock-battery-375-1.cfg,11250,restock-battery-375-1,ReStockPlus,0.5,Battery,25839.79328,
restock-claw-625-1.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/ReStockPlus/Parts/Coupling/0625/restock-claw-625-1.cfg,350,restock-claw-625-1,ReStockPlus,0.03,Docking port,62.4,
restock-decoupler-1875-1.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/ReStockPlus/Parts/Coupling/1875/restock-decoupler-1875-1.cfg,475,restock-decoupler-1875-1,ReStockPlus,0.09,Decoupler,1079.992558,
restock-decoupler-1875-truss-1.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/ReStockPlus/Parts/Coupling/1875/restock-decoupler-1875-truss-1.cfg,450,restock-decoupler-1875-truss-1,ReStockPlus,0.08,Decoupler,959.993385,
restock-decoupler-5-1.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/ReStockPlus/Parts/Coupling/5/restock-decoupler-5-1.cfg,475,restock-decoupler-5-1,ReStockPlus,0.65,Decoupler,7799.946253,
restock-decoupler-radial-tiny-1.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/ReStockPlus/Parts/Coupling/radial/restock-decoupler-radial-tiny-1.cfg,250,restock-decoupler-radial-tiny-1,ReStockPlus,0.0125,Decoupler,149.9989664,
restock-docking-375-1.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/ReStockPlus/Parts/Coupling/375/restock-docking-375-1.cfg,1850,restock-docking-375-1,ReStockPlus,0.45,Docking port,936,
restock-drone-core-0625-1.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/ReStockPlus/Parts/Command/0625/restock-drone-core-0625-1.cfg,1700,restock-drone-core-0625-1,ReStockPlus,0.05,Probe,2583.979328,
restock-drone-core-1875-1.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/ReStockPlus/Parts/Command/1875/restock-drone-core-1875-1.cfg,2900,restock-drone-core-1875-1,ReStockPlus,0.25,Probe,12919.89664,
restock-drone-core-375-1.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/ReStockPlus/Parts/Command/375/restock-drone-core-375-1.cfg,6300,restock-drone-core-375-1,ReStockPlus,0.85,Probe,43927.64858,
restock-engine-pug.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/ReStockPlus/Parts/Engine/125/restock-engine-pug.cfg,281.64,restock-engine-125-pug,ReStockPlus,0.2,Engine,911.9958656,
restock-engine-valiant.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/ReStockPlus/Parts/Engine/125/restock-engine-valiant.cfg,500,restock-engine-125-valiant,ReStockPlus,0.75,Engine,3419.984496,
restock-engine-corgi.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/ReStockPlus/Parts/Engine/375/restock-engine-corgi.cfg,4250,restock-engine-375-corgi,ReStockPlus,5.25,Engine,23939.89147,
restock-engine-boar.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/ReStockPlus/Parts/Engine/25/restock-engine-boar.cfg,7000,restock-engine-boar,ReStockPlus,3.5,Engine,15959.92765,
restock-engine-caravel.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/ReStockPlus/Parts/Engine/1875/restock-engine-caravel.cfg,2300,restock-engine-caravel-1,ReStockPlus,2,Engine,9119.958656,
restock-engine-cherenkov.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/ReStockPlus/Parts/Engine/25/restock-engine-cherenkov.cfg,40000,restock-engine-cherenkov,ReStockPlus,12,Nuclear Engine,-1,
restock-engine-galleon.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/ReStockPlus/Parts/Engine/1875/restock-engine-galleon.cfg,8000,restock-engine-galleon-1,ReStockPlus,5,Engine,22799.89664,
restock-engine-les-2.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/ReStockPlus/Parts/Engine/0625/restock-engine-les-2.cfg,385,restock-engine-les-2,ReStockPlus,0.5,Engine,2279.989664,
restock-engine-panda.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/ReStockPlus/Parts/Engine/radial/restock-engine-panda.cfg,800,restock-engine-panda-1,ReStockPlus,0.18,Engine,820.7962791,
restock-engine-schnauzer.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/ReStockPlus/Parts/Engine/1875/restock-engine-schnauzer.cfg,3000,restock-engine-schnauzer-1,ReStockPlus,0.8,Engine,3647.983463,
restock-engine-torch.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/ReStockPlus/Parts/Engine/0625/restock-engine-torch.cfg,280,restock-engine-torch,ReStockPlus,0.29,Engine,1322.394005,
restock-engine-ursa.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/ReStockPlus/Parts/Engine/1875/restock-engine-ursa.cfg,1100,restock-engine-ursa-1,ReStockPlus,1.25,Engine,5699.97416,
restock-engineplate-125-1.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/ReStockPlus/Parts/Coupling/125/restock-engineplate-125-1.cfg,200,restock-engineplate-125-1,ReStockPlus,0.0625,Decoupler,749.994832,
restock-engineplate-125-2.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/ReStockPlus/Parts/Coupling/125/restock-engineplate-125-2.cfg,200,restock-engineplate-125-2,ReStockPlus,0.0625,Decoupler,749.994832,
restock-engineplate-1875-1.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/ReStockPlus/Parts/Coupling/1875/restock-engineplate-1875-1.cfg,250,restock-engineplate-1875-1,ReStockPlus,0.14,Decoupler,1679.988424,
restock-engineplate-25-1.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/ReStockPlus/Parts/Coupling/25/restock-engineplate-25-1.cfg,300,restock-engineplate-25-1,ReStockPlus,0.1,Decoupler,1199.991731,
restock-engineplate-375-1.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/ReStockPlus/Parts/Coupling/375/restock-engineplate-375-1.cfg,500,restock-engineplate-375-1,ReStockPlus,0.1,Decoupler,1199.991731,
restock-engineplate-5-1.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/ReStockPlus/Parts/Coupling/5/restock-engineplate-5-1.cfg,700,restock-engineplate-5-1,ReStockPlus,0.1,Decoupler,1199.991731,
restock-fairing-0625-1.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/ReStockPlus/Parts/Payload/0625/restock-fairing-0625-1.cfg,150,restock-fairing-base-0625-1,ReStockPlus,0.01875,Fairing,552.1875,
